"""Contrast this with the Windows Phone world, where the developer indicates trial mode in the store, but has to manually track the number of days___ more""",Normal
"""You should be able to start an app like the flashlight app directly from the notification center.""",Suggestion
"""Please add recent places to SuggestedStartLocation in FileOpenPicker API.""",Suggestion
"""Some times its hard to navigate few times to same location.""",Normal
"""Please provide access to Calendar API to customize the day styles basing upon requirement""",Suggestion
"""It would be much less frustrating for Windows/Windows Phone developers to have hints sent with the certification failed reports, which make it easier to tackle obvious issues that arise because of the restrictions of Windows/ Windows Phone.""",Normal
"""It is quite hard to find a solution to something you never heard about before but with the right pointers/keywords it could be done efficiently and nearly effortlessly.""",Normal
"""As example for an obvious issue and easy solution, if you know something about the problem: My app failed certification because of dark/light theme problems.""",Normal
"""I set the background to a fixed color (black) in the code and in the light theme the font color is set from white to black by Windows Phone automatically, hence no text is readable.""",Normal
"""This problem occured at multiple tens of code places in my case.""",Normal
"""Adding the following four lines to a report, that probably has been sent out thousands of times, would have saved myself more than an hour of searching for an efficient solution and reading: ---------------------- This might help with Dark/Light theme problems: - - (Visibility)Application.Current.Resources[""PhoneDarkThemeVisibility""]; or similar - (Brush)Application.Current.Resources[""PhoneBackgroundBrush""]; ---------------------- and maybe additional links to documentation It would be much less frustrating for Windows/Windows Phone developers to have hints sent with the certification failed reports, which make it easier to tackle obvious issues that arise because of the restrictions of Windows/ Windows Phone.""",Normal
"""I set the background to a fixed color (black)___ more""",Normal
"""Closes alone than nothing""",Normal
"""Implementing the Auto-Upload feature in a Silverlight 8.1 application causes the application to not be clickable in the Auto Upload settings menu within the phones settings.""",Normal
"""For more information see -> http://social.msdn.microsoft.com/Forums/windowsapps/en-US/2ebba203-dae1-409e-940e-14e33b422a21/auto-upload-app-not-launching-in-settings-page?forum=wpdevelop""",Normal
"""Please release lock screen api for all developers,treat every devs equally""",Suggestion
"""When creating an app that uses MediaStreamSource to stream audio in Windows Phone 8.0, everything works just great.""",Normal
"""When porting this app to Windows Phone 8.1, the sound is flickering and its components are ""stack overflow""-ing.""",Normal
"""Here is a discussion on MSDN forums: http://social.msdn.microsoft.com/Forums/wpapps/en-US/37ac0ed7-1884-4251-9914-07fae6467b98/mediastreamsource-not-working-properly-in-windows-phone-81?forum=wpdevelop And here is a sample project source code: https://wp8libflac.codeplex.com/""",Normal
"""we are publishing the same apps in Windows Phone Store and Windows App Store.""",Normal
"""Now we want to bundle these Apps.""",Suggestion
"""Unfortunately we are not able to set the prices in both marketplace same way.""",Normal
"""In Windows App Store we can choose the price tier.""",Normal
"""For all countries prices are automatically set.""",Normal
"""In Windows Phone Store we are able to set the price for each county separately.""",Normal
"""We need this also in Windows App Store because: 1.""",Suggestion
"""Exchange rate between US$ and ___ is too low.""",Normal
"""The rate is set to 1-1.""",Normal
"""Because we calculate our prices in ___ we have to change the $ price for all countries with $ manually and there are a lot of countries to change.""",Normal
"""We are not willing to charge less in US or Canada than in Europe 2.""",Normal
"""Change exchange rate between Argentina, Indonesia, South Africa.""",Normal
"""The rates are too low, so we have set the values manually 3.""",Normal
"""Checkbox to add additional fee of 13.9% on top of the normal Store Fee (percentage of Net Receipts) that is deducted in calculating our Application Proceeds for these markets: Argentina, Chile, Colombia, Costa Rica, Malaysia, Mexico, Peru, South Africa.""",Normal
"""This fee applies only to alternative payment methods (e.g.""",Normal
"""carrier billing) and not to credit card transactions in Windows Phone Store we are publishing the same apps in Windows Phone Store and Windows App Store.""",Normal
"""Because we calculate our prices in ___ we___ more""",Normal
"""Currently it is not possible to change the package identity name of an app once it has been published, which is a bit frustrating.""",Normal
"""Users don't like to wait, when they click on app.""",Normal
"""Splash screen for app is making my consumers wait for actual screens to load.""",Normal
"""this gives them impression that my APP is slow.""",Normal
"""I think Microsoft needs to re-consider about having splash screens.""",Suggestion
"""when users click on APP they should directly see UI no lags.""",Suggestion
"""Let normal http:// URIs to be able to send notifications to the app using the window.external.notify and not only the https:// URIs.""",Normal
"""Give the power to the developer to decide if a page is allowed to use the ScriptNotify event or not!""",Normal
"""Extend the MediaElement to support YouTube videos, so simple.""",Suggestion
"""Most probably you will have to collaborate with Google but this is the challenge!""",Normal
"""Unleash the developers power, the Store is going to win!""",Normal
"""This bug is easy to reproduce: var wbmp = new WriteableBitmap(480,640); await wbmp.SetSourceAsync(stream); //the stream comes from a picture with larger size, i.e.""",Normal
"""960x1280 Now check the properties of wbmp: PixelWidth: 960 PixelHeight: 1280 PixelBuffer.Length: 1228800 The length of PixelBuffer is totally wrong, the buffer size shoud be 960 x 1280 x 4 = 4915200 The wrong value 1228800 comes from the original size: 480 x 640 x 4.""",Normal
"""I think this is a bug, because I think if the WriteableBitmap decides to update the PixelWidth and PixelHeight property, it should also update the PixelBuffer, or the data is inconsistent.""",Suggestion
"""The era of connected TV is here.""",Normal
"""Windows developers need APIs to control TV tuners and display of other digital media on the same screen at the same time""",Suggestion
"""make multitasking a real thing, like seeing a video or having a mini calc when browse some thing.""",Suggestion
"""you can limit number of apps according to the screen size.""",Suggestion
"""Provide an API to use Cortana services within apps as well as provide implementable Interface(s) which expose App-Services to Cortana, then Cortana can call these methods and developers worldwide can extends it's functionality.""",Suggestion
"""Please add api's for sharing to reading list.""",Suggestion
"""It is a useful feature.""",Normal
"""Would become even more useful if say i could share to reading list from chrome extension or mac desktop or iOs.""",Suggestion
"""I have a ListView with Grouped items.""",Normal
"""<ListView Grid.Row=""1"" SelectionMode=""None"" IsItemClickEnabled=""False"" ItemsSource=""{Binding Source={StaticResource csvList}}""> <ListView.GroupStyle> <GroupStyle > <GroupStyle.HeaderTemplate> <DataTemplate > <Grid> <Border BorderThickness=""2"" BorderBrush=""Blue""> <TextBlock Text=""{Binding Key}"" Margin=""5,0,0,0"" Style=""{StaticResource SubheaderTextBlockStyle}"" Foreground=""White"" /> </Border> </Grid> </DataTemplate> </GroupStyle.HeaderTemplate> </GroupStyle> </ListView.GroupStyle> <ListView.ItemTemplate> <DataTemplate > [...] </DataTemplate> </ListView.ItemTemplate> <ListView.ItemContainerStyle> <Style TargetType=""ListViewItem""> <Setter Property=""HorizontalContentAlignment"" Value=""Stretch"" /> </Style> </ListView.ItemContainerStyle> </ListView> If I use this XAML definition, it work but the groupheader is not wide as the listview.""",Normal
"""For this reason, I insert: Width=""{Binding ActualWidth, ElementName=hubEvidenza, Mode=OneWay}"" <!--hubEvidenza is name of root Container, a hubSection --> in the content of GroupStyle.HeaderTemplate.""",Normal
"""Now it work, but...the the Header of first group is not displayed!""",Normal
"""This problem is the same on Windows 8.1 and WindowsPhone 8.1 I have a ListView with Grouped items.""",Normal
"""Now it work, but...the the Header___ more""",Normal
"""Provide a way to get list of installed applications on the phone""",Suggestion
"""So, acutally how the get / respect the Users Regional Format settings?""",Normal
"""I started the windows phone 8.1 emulator with the following configuration for testing purpose: UI Language: German, Region: US, Format Settings: Irish.""",Normal
"""I have found no way to get the Information, that the user has set his format settings to irish.""",Normal
"""And my only wish is to format a DateTime like the user wants to see it.""",Suggestion
"""Regional Format does not automaticly mean the region i set the device to or the UI Langauge i chose.""",Normal
"""On my Devices i set the UI to english but want to see all TimeStamps and Dates in the German format...""",Normal
"""But at the Moment there is no way to get the setting the user made in the Phone settings.""",Normal
"""On my Devices i set the UI to english but want to___ more""",Normal
"""Apps on Windows Phone were able to run under the lock screen for quite some time.""",Normal
"""The new universal app model does not provide this functionality.""",Normal
"""This should be added in future versions as it is still an important feature for some apps.""",Suggestion
"""Windows Phone 8.1 introduces the Social Extensibility Framework.""",Normal
"""It allows third-party apps to integrate into the People Hub's 'What's New' feed, etc.""",Normal
"""Currently this integration is locked and only select app developers are given access.""",Normal
"""The documentation on the Windows.Phone.SocialIntegration namespace is also limited.""",Normal
"""I would like Microsoft to open up this framework to all developers.""",Suggestion
"""I understand this framework is still being developed and real-word usage must first be measured.""",Normal
"""But why not allow it to be used locally by sideloading or through the emulators?""",Suggestion
"""I think we could provide valuable feedback and come up with exciting scenario's for using this framework.""",Normal
"""I think we could provide valuable feedback and come up with exciting scenario's for___ more""",Normal
"""I have create and export from my projects the win8.1 app and with the instructions you provide into your site I'm trying to install the app to win8.""",Normal
"""The cert.""",Normal
"""is installed successfully.""",Normal
"""But when I'm trying to install the app I'm getting an error.""",Normal
"""StoreApp\AppStudio.Windows_1.0.0.0_AnyCPU.appx""",Normal
"""Would allow binding to isvisible in an mvvm scenario.""",Normal
"""Possibly some other property named parent to choose where popup is revealed from.""",Normal
"""again suitable for mvvm.""",Normal
"""I'd like to record an audio/video file while playing a audio file in the background.""",Suggestion
"""The reason I got into this is because I figured If any company could do it Microsoft could and then I find out that I can't.""",Normal
"""Now my killer app has to wait for windows to catch up again.""",Normal
"""I don't know if you have to have two sets of speakers or two microphones or a way to separate left speaker from right but It would make a whole lot of devs happy to be able to do this""",Normal
"""It is more convenient to go with swiping gestures is more fun being with than the tap method.""",Normal
"""However, there should be more of swipe gestures than the tap methods.""",Suggestion
"""To set a difference a swipe to the right should launch 'settings' menu, as a swipe to the left launches the 'apps list'.""",Normal
"""Currently I'm developing an app for posting photos to a user's Picasa account.""",Normal
"""A user has requested that the app provide functionality to edit a given photo from their account and upload a new version.""",Normal
"""I don't think it's best of my resources to implement this functionality when there are so many great photo editing apps already on the market.""",Normal
"""I would like the ability to pass the photo from my app to an app (of the user's choice via an app picker) that supports the selected photo type.""",Suggestion
"""The user can then do some function within the selected app (e.g.""",Normal
"""add a filter, crop, etc), and then the opened app can pass that edited file back to my app.""",Suggestion
"""This would extend the power already available with share pickers to perform more generic tasks, and would result in a better experience for the user.""",Normal
"""All this while keeping the sandbox mentality that the OS has.""",Normal
"""This should be available both in WinRT and Silverlight applications.""",Normal
"""The user can then do some function within the selected app___ more""",Normal
"""A thing that would be increbible is that your phone make a sound when you whistle or Clap hands a certain pattern ( wich could be preseted by the phone owner ) so when you can't find your phone and you dont have a buddy around to text you, you can find it!""",Suggestion
"""Lockscreen: -Should be able to chose a tiny black outline around lettering so you can see what's written properly when you have a Clear/White lock screen.""",Suggestion
"""-Should be able to put transparent (saved in PGN) lockscreens like WP7.5 Notification Center: -Should be able to control the screen when notification center is half open.""",Suggestion
"""-Should be able to control music ( Play, Pause, Next & Previous + song info ) directly from the notification center.""",Suggestion
"""Xbox Music: -Should be able to swap music player sideways.""",Suggestion
"""Pictures: -Needs to open on Albums instead of All the pictures Mail Center: -Would be awesome if it opened on a page where you have a seperate for each of your accounts.""",Suggestion
"""Then you chose with one to open.""",Normal
"""-Should be able to put transparent (saved in PGN) lockscreens like WP7.5 Notification Center: -Should be able to control the screen___ more""",Suggestion
"""Could you please have a report that includes the prices, before the final payment?""",Suggestion
"""Companies need to have the correct sales estimate for the accounts purposes.""",Normal
"""Windows 8.1 SDK brought a lot of built in transitions, making easier to develop a native-like app.""",Normal
"""But I'm missing that list animations seen on Settings or Messaging apps when opening or closing them.""",Normal
"""There are properties like IsStaggeringEnabled and IsStaggerElement in the CommonNavigationInfo class, but the animations doesn't feel like the native one.""",Normal
"""Thanks and keep up the good work with Windows Phone!""",Normal
"""Make necessary conditions so that developers choose proper (representing application )high quality images as application symbols in store matching modern ui Now many apps has simply ugly icons,pixelated,Android like ,pirated ,misleading,..""",Suggestion
"""Many times apps/games were made free for limited time as offers promotions .""",Normal
"""But we users misses out,need a category showing apps gone free , price change,limited time offers like red stripe deals""",Normal
"""IE in WP8.1 (with all updates) gives error/doesn't load page if the body tag contains onLoad window.location function (i.e.""",Normal
"""onLoad=""window.location='#april'"").""",Normal
"""Tried backup and restore yesterday.""",Normal
